CODE,TITLE,Type,CREDITS,SLOT,FACULTY,VENUE
BACSE106,Operating Systems,ETH,3,C2+TC2,SUGANYA R,AB3-211
BACSE106,Operating Systems,ELA,1,L55+L56,KARTHIK R,AB4-407
BACSE106,Operating Systems,ELA,1,L15+L16,SIVAGAMI M,AB3 - 402
BACSE106,Operating Systems,ELA,1,L33+L34,THOMAS ABRAHAM J V,AB1-605A
BACSE106,Operating Systems,ELA,1,L43+L44,RABINDRA KUMAR SINGH,AB3-302
BACSE106,Operating Systems,ELA,1,L15+L16,RABINDRA KUMAR SINGH,AB3 - 412
BACSE106,Operating Systems,ELA,1,L13+L14,SHOLA USHA RANI,AB3-202
BACSE106,Operating Systems,ELA,1,L43+L44,SHYAMALA L,AB3-410
BACSE106,Operating Systems,ELA,1,L21+L22,SK AYESHA,AB3-302
BACSE106,Operating Systems,ELA,1,L13+L14,MENAKA PUSHPA A,AB1-208
BACSE106,Operating Systems,ELA,1,L21+L22,SANDEEP KUMAR SATAPATHY,AB3 - 412
BACSE106,Operating Systems,ELA,1,L21+L22,MERCY RAJASELVI BEAULAH P,AB3-202
BACSE106,Operating Systems,ELA,1,L33+L34,S A AMUTHA JEEVAKUMARI,AB3 - 402
BACSE106,Operating Systems,ELA,1,L43+L44,MONICA,AB3-611
BACSE106,Operating Systems,ELA,1,L21+L22,RAJAKUMAR R,AB3 - 402
BACSE106,Operating Systems,ELA,1,L15+L16,MONICA,AB3-611
BACSE106,Operating Systems,ELA,1,L13+L14,SANKARI M,AB1-210
BACSE106,Operating Systems,ELA,1,L33+L34,MENAKA PUSHPA A,AB3-302
BACSE106,Operating Systems,ELA,1,L13+L14,RAVICHANDRAN M,AB3-302
BACSE106,Operating Systems,ELA,1,L1+L2,T RAJA SREE,AB3-302
BACSE106,Operating Systems,ELA,1,L1+L2,VATCHALA S,AB3 - 402
BACSE106,Operating Systems,ELA,1,L1+L2,SUGANYA R,AB3 - 412
BACSE106,Operating Systems,ELA,1,L1+L2,RAJESH R,AB3-202
BACSE106,Operating Systems,ELA,1,L1+L2,AVUTHU AVINASH REDDY,AB1-311
BACSE106,Operating Systems,ELA,1,L3+L4,SANGEETHA N,AB3 - 402
BACSE106,Operating Systems,ELA,1,L3+L4,MARY SHAMALA L,AB3-302
BACSE106,Operating Systems,ELA,1,L3+L4,PADMANABAN R,AB3 - 412
BACSE106,Operating Systems,ELA,1,L3+L4,SAMBATH M,AB3-511
BACSE106,Operating Systems,ELA,1,L3+L4,LINDA JOSEPH,AB3-611
BACSE106,Operating Systems,ELA,1,L3+L4,SRIMATHI C,AB3-612
BACSE106,Operating Systems,ELA,1,L33+L34,MARY SHAMALA L,AB1-208
BACSE106,Operating Systems,ELA,1,L33+L34,PADMANABAN R,AB1-210
BACSE106,Operating Systems,ELA,1,L33+L34,SREEJA P S,AB1-311
BACSE106,Operating Systems,ELA,1,L33+L34,SAMBATH M,AB3-611
BACSE106,Operating Systems,ELA,1,L33+L34,LINDA JOSEPH,AB3-612
BACSE106,Operating Systems,ELA,1,L33+L34,SRIMATHI C,AB1-206
BACSE106,Operating Systems,ELA,1,L5+L6,T RAJA SREE,AB1-210
BACSE106,Operating Systems,ELA,1,L5+L6,VATCHALA S,AB1-311
BACSE106,Operating Systems,ELA,1,L5+L6,SUGANYA R,AB3-202
BACSE106,Operating Systems,ELA,1,L5+L6,RAJESH R,AB3-302
BACSE106,Operating Systems,ELA,1,L5+L6,ANUBHA PEARLINE S,AB3 - 402
BACSE106,Operating Systems,ELA,1,L5+L6,AVUTHU AVINASH REDDY,AB3 - 412
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,SATHYARAJASEKARAN K,AB3-104
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,SUGANYA G,AB3-103
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,RENJITH,AB3-205
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,SURESHKUMAR WI,AB3-206
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,SURESHKUMAR WI,AB3-206
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,KIRUTHIKA,AB3-207
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,KIRUTHIKA,AB3-207
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,MODIGARI NARENDRA,AB3-106
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,MODIGARI NARENDRA,AB3-106
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,AMUTHA S,AB3-108
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,AMUTHA S,AB3-108
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,SUBITHA D,AB3-104
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,SUBITHA D,AB3-208
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,KAVITHA J C,AB3-107
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,KAVITHA J C,AB3-107
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,SARAVANAN P,AB3-103
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,PADMA J,AB3-109
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,PADMA J,AB3-109
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,SHREE PRAKASH,AB3-203
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,SHREE PRAKASH,AB3-203
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,DEVI K,AB3-205
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,MADURA MEENAKSHI R,AB3-105
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,MADURA MEENAKSHI R,AB3-105
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,LAKSHMANAN K,AB3-204
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,LAKSHMANAN K,AB3-204
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,UMMITY SRINIVASA RAO,AB3-208
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,UMMITY SRINIVASA RAO,AB3-209
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,KARMEL A,AB3-209
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,JANI ANBARASI L,AB3-211
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,JANI ANBARASI L,AB3-211
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,VENKATRAMAN S,AB3-303
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,ANITA X,AB3-303
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,ANITA X,AB3-304
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,PRAKASH P,AB3-304
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,PADMAVATHY T V,AB3-305
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,MANJU G,AB3-306
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,MANJU G,AB3-306
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,JANNATH NISHA O S,AB3-307
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,JANNATH NISHA O S,AB3-307
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,DEEPA NIVETHIKA,AB3-308
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,DEEPA NIVETHIKA,AB3-308
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,SANDHYA,AB3-309
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,SANDHYA,AB3-309
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,TAHIR MUJTABA,AB3-313
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,TAHIR MUJTABA,AB3-313
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,BALRAJ E,AB3-403
BACSE201,Models of Computation,TH,4,A1+TA1+TAA1,KSHMA TRIVEDI,AB3-404
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,KSHMA TRIVEDI,AB3-507
BACSE201,Models of Computation,TH,4,A2+TA2+TAA2,PRAKASH P,AB3-505
BACSE202,Database Systems,ETH,3,D1+TD1,S.A.SAJIDHA,AB3-103
BACSE202,Database Systems,ELA,1,L29+L30,S.A.SAJIDHA,AB1-605B
BACSE202,Database Systems,ETH,3,D2+TD2,S.A.SAJIDHA,AB3-107
BACSE202,Database Systems,ETH,3,D2+TD2,SIVABALAKRISHNAN M,AB3-203
BACSE202,Database Systems,ETH,3,D1+TD1,GEETHA S,AB3-207
BACSE202,Database Systems,ETH,3,D1+TD1,M. BRAVEEN,AB3-104
BACSE202,Database Systems,ETH,3,D2+TD2,M. BRAVEEN,AB3-204
BACSE202,Database Systems,ETH,3,D1+TD1,BHUVANESWARI,AB3-105
BACSE202,Database Systems,ETH,3,D2+TD2,BHUVANESWARI,AB3-205
BACSE202,Database Systems,ETH,3,D1+TD1,A SWAMINATHAN,AB3-106
BACSE202,Database Systems,ETH,3,D2+TD2,A SWAMINATHAN,AB3-206
BACSE202,Database Systems,ETH,3,D2+TD2,SAHAYA BENI PRATHIBA B,AB3-103
BACSE202,Database Systems,ELA,1,L7+L8,SAHAYA BENI PRATHIBA B,AB1-313
BACSE202,Database Systems,ETH,3,D1+TD1,BRINDHA,AB3-107
BACSE202,Database Systems,ELA,1,L37+L38,BRINDHA,AB1-605B
BACSE202,Database Systems,ETH,3,D2+TD2,BRINDHA,AB3-104
BACSE202,Database Systems,ELA,1,L7+L8,BRINDHA,AB1-506A
BACSE202,Database Systems,ETH,3,D1+TD1,JOE DHANITH,AB3-108
BACSE202,Database Systems,ELA,1,L39+L40,JOE DHANITH,AB1-506A
BACSE202,Database Systems,ETH,3,D2+TD2,JOE DHANITH,AB3-105
BACSE202,Database Systems,ETH,3,D1+TD1,REENA ROY R,AB3-109
BACSE202,Database Systems,ELA,1,L39+L40,REENA ROY R,AB1-605B
BACSE202,Database Systems,ETH,3,D2+TD2,REENA ROY R,AB3-106
BACSE202,Database Systems,ETH,3,D1+TD1,SOBITHA AHILA S,AB3-203
BACSE202,Database Systems,ELA,1,L39+L40,SOBITHA AHILA S,AB3-310
BACSE202,Database Systems,ETH,3,D2+TD2,SOBITHA AHILA S,AB3-108
BACSE202,Database Systems,ETH,3,D1+TD1,MALATHI D,AB3-204
BACSE202,Database Systems,ELA,1,L39+L40,MALATHI D,AB3-602
BACSE202,Database Systems,ETH,3,D2+TD2,MALATHI D,AB3-109
BACSE202,Database Systems,ETH,3,D1+TD1,RAMA PARVATHY L,AB3-205
BACSE202,Database Systems,ELA,1,L29+L30,RAMA PARVATHY L,AB3-602
BACSE202,Database Systems,ETH,3,D1+TD1,SHARMILADEVI S,AB3-206
BACSE202,Database Systems,ELA,1,L37+L38,SHARMILADEVI S,AB3-602
BACSE202,Database Systems,ETH,3,D2+TD2,SHARMILADEVI S,AB3-207
BACSE202,Database Systems,ELA,1,L7+L8,SHARMILADEVI S,AB3-612
BACSE202,Database Systems,ETH,3,F2+TF2,RAJESH M,AB3-306
BACSE202,Database Systems,ELA,1,L19+L20,RAJESH M,AB1-209
BACSE202,Database Systems,ETH,3,F1+TF1,RAJESH M,AB3-309
BACSE202,Database Systems,ELA,1,L23+L24,RAJESH M,AB1-209
BACSE202,Database Systems,ETH,3,F1+TF1,SHIVANI GUPTA,AB3-308
BACSE202,Database Systems,ELA,1,L51+L52,SHIVANI GUPTA,AB3-311
BACSE202,Database Systems,ETH,3,F2+TF2,SHIVANI GUPTA,AB3-307
BACSE202,Database Systems,ELA,1,L21+L22,SHIVANI GUPTA,AB1-307
BACSE202,Database Systems,ETH,3,F1+TF1,LENINISHA SHANMUGAM,AB3-211
BACSE202,Database Systems,ELA,1,L23+L24,LENINISHA SHANMUGAM,AB1-313
BACSE202,Database Systems,ETH,3,F2+TF2,LENINISHA SHANMUGAM,AB3-209
BACSE202,Database Systems,ELA,1,L19+L20,LENINISHA SHANMUGAM,AB1-313
BACSE202,Database Systems,ETH,3,F1+TF1,PRIYADARSHINI R,AB3-305
BACSE202,Database Systems,ELA,1,L23+L24,PRIYADARSHINI R,AB1-506A
BACSE202,Database Systems,ETH,3,F1+TF1,SUJITHRA @ KANMANI R,AB3-208
BACSE202,Database Systems,ELA,1,L23+L24,SUJITHRA @ KANMANI R,AB1-605B
BACSE202,Database Systems,ETH,3,F2+TF2,SUJITHRA @ KANMANI R,AB3-507
BACSE202,Database Systems,ELA,1,L19+L20,SUJITHRA @ KANMANI R,AB3-310
BACSE202,Database Systems,ETH,3,F1+TF1,V BRINDHA,AB3-209
BACSE202,Database Systems,ELA,1,L23+L24,V BRINDHA,AB3-310
BACSE202,Database Systems,ETH,3,F2+TF2,V BRINDHA,AB3-308
BACSE202,Database Systems,ELA,1,L19+L20,V BRINDHA,AB3-311
BACSE202,Database Systems,ETH,3,F1+TF1,KANIMOZHI S,AB3-306
BACSE202,Database Systems,ELA,1,L51+L52,KANIMOZHI S,AB1-313
BACSE202,Database Systems,ETH,3,F2+TF2,KANIMOZHI S,AB3-313
BACSE202,Database Systems,ELA,1,L21+L22,KANIMOZHI S,AB1-313
BACSE202,Database Systems,ETH,3,F2+TF2,REVATHI A R,AB3-305
BACSE202,Database Systems,ELA,1,L19+L20,REVATHI A R,AB3-602
BACSE202,Database Systems,ETH,3,F1+TF1,REVATHI A R,AB3-313
BACSE202,Database Systems,ELA,1,L23+L24,REVATHI A R,AB3-602
BACSE202,Database Systems,ETH,3,F2+TF2,BENILA S,AB3-211
BACSE202,Database Systems,ELA,1,L19+L20,BENILA S,AB3-611
BACSE202,Database Systems,ETH,3,F1+TF1,HEMALATHA K,AB3-304
BACSE202,Database Systems,ELA,1,L51+L52,HEMALATHA K,AB1-506A
BACSE202,Database Systems,ETH,3,F1+TF1,KOWSIGAN M,AB3-307
BACSE202,Database Systems,ELA,1,L51+L52,KOWSIGAN M,AB1-605B
BACSE202,Database Systems,ETH,3,F2+TF2,KOWSIGAN M,AB3-309
BACSE202,Database Systems,ELA,1,L21+L22,KOWSIGAN M,AB3-602
BACSE202,Database Systems,ETH,3,F2+TF2,SUHAIL K,AB3-304
BACSE202,Database Systems,ELA,1,L21+L22,SUHAIL K,AB1-209
BACSE202,Database Systems,ETH,3,F1+TF1,SUHAIL K,AB3-413
BACSE202,Database Systems,ELA,1,L49+L50,SUHAIL K,AB3-311
BACSE202,Database Systems,ETH,3,F1+TF1,RAJALAKSHMI V,AB3-505
BACSE202,Database Systems,ELA,1,L51+L52,RAJALAKSHMI V,AB3-310
BACSE202,Database Systems,ETH,3,F1+TF1,BENILA S,AB3-705
BACSE202,Database Systems,ETH,3,F2+TF2,HEMALATHA K,AB3-703
BACSE202,Database Systems,ELA,1,L21+L22,HEMALATHA K,AB1-605B
BACSE202,Database Systems,ELA,1,L49+L50,BENILA S,AB1-313
BACSE202,Database Systems,ELA,1,L7+L8,S.A.SAJIDHA,AB1-605B
BACSE202,Database Systems,ELA,1,L7+L8,SIVABALAKRISHNAN M,AB3-310
BACSE202,Database Systems,ELA,1,L7+L8,M. BRAVEEN,AB3-311
BACSE202,Database Systems,ELA,1,L7+L8,BHUVANESWARI,AB3-602
BACSE202,Database Systems,ELA,1,L29+L30,GEETHA S,AB3-311
BACSE202,Database Systems,ELA,1,L37+L38,M. BRAVEEN,AB1-313
BACSE202,Database Systems,ELA,1,L39+L40,A SWAMINATHAN,AB1-313
BACSE202,Database Systems,ELA,1,L25+L26,A SWAMINATHAN,AB1-506A
BACSE202,Database Systems,ELA,1,L25+L26,JOE DHANITH,AB3-310
BACSE202,Database Systems,ELA,1,L25+L26,REENA ROY R,AB1-605B
BACSE202,Database Systems,ELA,1,L25+L26,SOBITHA AHILA S,AB3-311
BACSE202,Database Systems,ELA,1,L25+L26,MALATHI D,AB3-602
BACSE202,Database Systems,ELA,1,L37+L38,BHUVANESWARI,AB1-506A
BACSE202,Database Systems,ETH,3,D2+TD2,VISWANATHAN V,AB3-707
BACSE202,Database Systems,ELA,1,L7+L8,VISWANATHAN V,AB3-611
BACSE291,Innovative Design Project,PJT,2,NIL,ACAD FACULTY,NIL
BACSE291,Innovative Design Project,PJT,2,NIL,PAT,NIL
BACSE341,Fundamentals of Augmented and Virtual Reality,ETH,3,C2+TC2,PRIYAADHARSHINI M,AB3-105
BACSE341,Fundamentals of Augmented and Virtual Reality,ELA,1,L15+L16,PRIYAADHARSHINI M,AB1-307
BACSE341,Fundamentals of Augmented and Virtual Reality,ETH,3,C1+TC1,SRIDHAR R,AB3-104
BACSE341,Fundamentals of Augmented and Virtual Reality,ELA,1,L23+L24,SRIDHAR R,AB1-307
BACSE341,Fundamentals of Augmented and Virtual Reality,ETH,3,C2+TC2,SRIDHAR R,AB3-104
BACSE341,Fundamentals of Augmented and Virtual Reality,ELA,1,L19+L20,SRIDHAR R,AB1-307
BACSE341,Fundamentals of Augmented and Virtual Reality,ETH,3,C1+TC1,SIVAKUMAR,AB3-103
BACSE341,Fundamentals of Augmented and Virtual Reality,ELA,1,L33+L34,SIVAKUMAR,AB1-307
BACSE341,Fundamentals of Augmented and Virtual Reality,ETH,3,C2+TC2,SIVAKUMAR,AB3-103
BACSE341,Fundamentals of Augmented and Virtual Reality,ELA,1,L1+L2,SIVAKUMAR,AB1-307
BACSE344,Cloud Infrastructure and Architecture,TH,4,C1+TC1+TCC1,ABDUL QUADIR MD,AB3-203
BACSE344,Cloud Infrastructure and Architecture,TH,4,C1+TC1+TCC1,ANANDAN P,AB3-204
BACSE344,Cloud Infrastructure and Architecture,TH,4,C1+TC1+TCC1,SANDOSH,AB3-205
BACSE344,Cloud Infrastructure and Architecture,TH,4,C2+TC2+TCC2,PRASSANNA J,AB3-205
BACSE344,Cloud Infrastructure and Architecture,TH,4,C2+TC2+TCC2,SENTHIL KUMAR A M,AB3-207
BACSE344,Cloud Infrastructure and Architecture,TH,4,C2+TC2+TCC2,YOGESH C,AB3-208
BACSE344,Cloud Infrastructure and Architecture,TH,4,C2+TC2+TCC2,MANIKANDAN P,AB3-204
BACSE344,Cloud Infrastructure and Architecture,TH,4,C1+TC1+TCC1,BHULAKSHMI BONTHU,AB3-206
BACSE344,Cloud Infrastructure and Architecture,TH,4,C2+TC2+TCC2,BHULAKSHMI BONTHU,AB3-206
BACSE344,Cloud Infrastructure and Architecture,TH,4,C1+TC1+TCC1,MEIGNANAMOORTHI D,AB3-207
BACSE350,Blockchain Architecture and Design,TH,4,C1+TC1+TCC1,MALATHI G,AB3-106
BACSE350,Blockchain Architecture and Design,TH,4,C1+TC1+TCC1,GANESAN R,AB3-105
BACSE350,Blockchain Architecture and Design,TH,4,C1+TC1+TCC1,SANDHYA P,AB3-109
BACSE350,Blockchain Architecture and Design,TH,4,C2+TC2+TCC2,SANDHYA P,AB3-108
BACSE350,Blockchain Architecture and Design,TH,4,C2+TC2+TCC2,NOEL JEYGAR ROBERT V,AB3-106
BACSE350,Blockchain Architecture and Design,TH,4,C2+TC2+TCC2,SENTHIL PRAKASH P N,AB3-109
BACSE350,Blockchain Architecture and Design,TH,4,C1+TC1+TCC1,PRIYANKA MISHRA,AB3-108
BACSE350,Blockchain Architecture and Design,TH,4,C1+TC1+TCC1,SARANYA M,AB3-107
BACSE350,Blockchain Architecture and Design,TH,4,C2+TC2+TCC2,VISWANATHAN V,AB3-107
BACSE350,Blockchain Architecture and Design,TH,4,C2+TC2+TCC2,VISWANATHAN V,AB3-203
BCSE103E,Computer Programming: Java,ETH,1,TCC1,VISWANATHAN V,MAB3-202
BCSE103E,Computer Programming: Java,ELA,2,L7+L8+L19+L20,VISWANATHAN V,AB3-202
BCSE202L,Data Structures and Algorithms,TH,3,A1+TA1,AMRIT PAL,MAB3-302
BCSE202P,Data Structures and Algorithms Lab,LO,1,L51+L52,AMRIT PAL,AB3 - 412
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,OM KUMAR C U,AB3-508
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,OM KUMAR C U,AB3-508
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,SUDHEER KUMAR E,AB3-509
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,AARTHI B,AB3-509
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,PRAVIN RENOLD A,AB3-513
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,BALASARASWATHI,AB3-513
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,RAJAKUMAR ARUL,AB3-603
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,VALARMATHI K,AB3-603
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,KAVIPRIYA G,AB3-604
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,KALAIPRIYAN,AB3-405
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,SAKTHIVEL R,AB3-406
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,JEIPRATHA P N,AB3-407
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,K UMA MAHESWARI,AB3-408
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,,AB3-409
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,SUDHA C,AB3-413
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,KALAIPRIYAN,AB3-403
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,SAKTHIVEL R,AB3-404
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,JEIPRATHA P N,AB3-405
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,K UMA MAHESWARI,AB3-406
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,,AB3-407
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,SUDHA C,AB3-408
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,SUDHEER KUMAR E,AB3-604
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,VALARMATHI K,AB3-606
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,MALINI A,AB3-607
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,BALASARASWATHI,AB3-605
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,SELVAM D,AB3-605
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,PRAVIN RENOLD A,AB3-606
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,KAJA MOHIDEEN A,AB3-607
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,JAYARAM B,AB3-608
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,VISWANATHAN V,AB3-608
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,AARTHI B,AB3-609
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,PANDIYARAJU V,AB3-613
BCSE204L,Design and Analysis of Algorithms,TH,3,A2+TA2,MALINI A,AB3-609
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,SELVAM D,AB3-703
BCSE204L,Design and Analysis of Algorithms,TH,3,A1+TA1,MANIMEGALAI,AB3-704
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L51+L52,OM KUMAR C U,AB1-209
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L19+L20,OM KUMAR C U,AB1-208
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L51+L52,SUDHEER KUMAR E,AB1-311
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L3+L4,AARTHI B,AB1-605B
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L49+L50,PRAVIN RENOLD A,AB1-605B
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L3+L4,BALASARASWATHI,AB3-310
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L23+L24,RAJAKUMAR ARUL,AB3 - 412
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L19+L20,VALARMATHI K,AB1-605A
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L23+L24,KAVIPRIYA G,AB3-611
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L11+L12,KALAIPRIYAN,AB3 - 402
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L11+L12,SAKTHIVEL R,AB3 - 412
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L11+L12,JEIPRATHA P N,AB3-612
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L11+L12,K UMA MAHESWARI,AB3-611
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L39+L40,,AB1-210
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L39+L40,SUDHA C,AB1-209
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L3+L4,KALAIPRIYAN,AB3-202
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L7+L8,SAKTHIVEL R,AB1-210
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L3+L4,JEIPRATHA P N,AB3-602
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L7+L8,K UMA MAHESWARI,AB1-311
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L19+L20,,AB3-302
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L19+L20,SUDHA C,AB1-311
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L3+L4,SUDHEER KUMAR E,AB1-210
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L23+L24,VALARMATHI K,AB3-302
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L49+L50,MALINI A,AB3-410
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L23+L24,BALASARASWATHI,AB1-210
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L9+L10,SELVAM D,AB3-202
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L3+L4,PRAVIN RENOLD A,AB1-209
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L7+L8,KAJA MOHIDEEN A,AB1-208
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L23+L24,JAYARAM B,AB3 - 402
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L3+L4,VISWANATHAN V,AB1-605A
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L37+L38,AARTHI B,AB3-202
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L39+L40,PANDIYARAJU V,AB1-208
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L21+L22,MALINI A,AB3-511
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L37+L38,SELVAM D,AB3 - 402
BCSE204P,Design and Analysis of Algorithms Lab,LO,1,L23+L24,MANIMEGALAI,AB3-511
BCSE205L,Computer Architecture and Organization,TH,3,E1+TE1,PUNITHA K,MAB3-401
BCSE206L,Foundations of Data Science,TH,3,B1+TB1,VIJAYARAJ J,MAB3-201
BCSE206L,Foundations of Data Science,TH,3,B2+TB2,SARANYA M,MAB3-201
BCSE207L,Programming for Data Science,TH,2,G2,VIJAYALAKSHMI A,AB3-604
BCSE207L,Programming for Data Science,TH,2,G1,MEIGNANAMOORTHI D,AB3-607
BCSE207L,Programming for Data Science,TH,2,G1,AMRIT PAL,AB3-604
BCSE207P,Programming for Data Science Lab,LO,1,L25+L26,VIJAYALAKSHMI A,AB1-209
BCSE207P,Programming for Data Science Lab,LO,1,L51+L52,MEIGNANAMOORTHI D,AB1-208
BCSE207P,Programming for Data Science Lab,LO,1,L11+L12,AMRIT PAL,AB3-310
BCSE209L,Machine Learning,TH,3,B2+TB2,MAHESWARI N,AB3-508
BCSE209L,Machine Learning,TH,3,B1+TB1,PRAKASH B,AB3-509
BCSE209L,Machine Learning,TH,3,B2+TB2,ABDUL QUADIR MD,AB3-509
